PairID,Code Snippet 1,Code Snippet 2,Label
97,"// Using a HashSet to check for element existence
fn find_element_hashset(items: &std::collections::HashSet<i32>, goal: i32) -> bool {
    items.contains(&goal)
}","// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], search_value: i32) -> bool {
    slice.iter().any(|&x| x == search_value)
}",1
98,"// Using a mathematical formula (more  efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
(n *    (n + 1)) / 2
}","// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut total = 0;
    for counter in 1..=num {
        total += counter;
    }
    total
}",1
99,"// Using the accumulate method for accumulation
fn compute_sum_fold(num: u32) -> u32 {
    (1..=num).accumulate(0, |acc, x| acc + x)
}","// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
let mut sum  = 0;
    for i in 1..=n {
        sum += i;
  }
    sum
 }",1
100,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(num: u32) -> u32 {
    (num * (num + 1)) / 2
}","// Using   the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
   }",1
101,"// Augmented version
// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}","// Using a mathematical formula (more   efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}",0
102,"// Using the fold  method for accumulation
fn compute_sum_fold(n: u32)    -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}","// Using the reduce method for accumulation
fn compute_sum_fold(number: u32) -> u32 {
    (1..=number).reduce(0, |acc, x| acc + x)
}",0
103,"// Using the accumulate method for accumulation
fn compute_sum_fold(num: u32) -> u32 {
    (1..=num).accumulate(0, |acc, x| acc + x)
}","// Using a HashSet to check for element existence
fn find_element_hashset(collection: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    collection.contains(&search_value)
}",0
104,"// Using a HashSet to check for element existence
fn find_element_hashset(collection: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    collection.contains(&search_value)
}","// Augmented version
// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}",1
105,"// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}
// Augmented version","// Operating on a slice to search for an    element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
   slice.iter().any(|&x| x == target)
  }",1
106,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}
// Augmented version","// Augmented version
// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}",1
107,"// Using the accumulate method for accumulation
fn compute_sum_fold(number: u32) -> u32 {
    (1..=number).accumulate(0, |acc, x| acc + x)
}","// Using the reduce method for accumulation
fn compute_sum_fold(number: u32) -> u32 {
    (1..=number).reduce(0, |acc, x| acc + x)
}",0
108,"// Using a HashSet to check for element existence
fn find_element_hashset(items: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    items.contains(&search_value)
}","// Modified code
// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}",0
109,"// Iterating over a Vec to find an element
fn find_element_vec(collection: &Vec<i32>, goal: i32) -> bool {
    for &elem in collection {
        if elem == goal {
            return true;
        }
    }
    false
}","// Using a loop
fn sum_of_numbers_loop(n:   u32) -> u32 {
let mut sum =   0;
    for i in 1..=n {
        sum += i;
 }
  sum
}",0
110,"// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut total = 0;
    for index in 1..=num {
        total += index;
    }
    total
}","// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}
// Random augmentation applied",0
111,"// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut total = 0;
    for counter in 1..=num {
        total += counter;
    }
    total
}","// Iterating over a Vec to  find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
if item == target   {
 return true;
        }
   }
    false
  }",0
112,"// Using the accumulate method for accumulation
fn compute_sum_fold(number: u32) -> u32 {
    (1..=number).accumulate(0, |acc, x| acc + x)
}","// Using    a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
 data.contains(&target)
}",0
113,"// Using a loop
fn sum_of_numbers_loop(n: u32) ->    u32 {
    let mut sum = 0;
    for i in 1..=n {
sum   += i;
   }
    sum
}","// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}
// Random augmentation applied",0
114,"// Using a HashSet to check for element existence
fn find_element_hashset(collection: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    collection.contains(&search_value)
}","// Using a loop
fn sum_of_numbers_loop(number: u32) -> u32 {
    let mut sum_total = 0;
    for counter in 1..=number {
        sum_total += counter;
    }
    sum_total
}",0
115,"// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut total = 0;
    for index in 1..=num {
        total += index;
    }
    total
}","// Modified code
// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}",0
116,"// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}
// Random augmentation applied","// Using a HashSet to check for element existence
fn find_element_hashset(collection: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    collection.contains(&search_value)
}",1
117,"// Using a HashSet to check for element existence
fn find_element_hashset(collection: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    collection.contains(&search_value)
}","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}
// Modified code",0
118,"// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}
// Random augmentation applied","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(num: u32) -> u32 {
    (num * (num + 1)) / 2
}",0
119,"  // Using a loop
   fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
  }","// Using  the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
(1..=n).fold(0, |acc, x| acc +  x)
  }",1
120,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(number: u32) -> u32 {
    (number * (number + 1)) / 2
}","// Using a HashSet to check for element existence
fn find_element_hashset(items: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    items.contains(&search_value)
}",0
121,"// Augmented version
// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(num: u32) -> u32 {
    (num * (num + 1)) / 2
}",0
122,"// Iterating over a Vec to find an element
fn find_element_vec(collection: &Vec<i32>, goal: i32) -> bool {
    for &elem in collection {
        if elem == goal {
            return true;
        }
    }
    false
}","// Using a HashSet to check for element existence
fn find_element_hashset(items: &std::collections::HashSet<i32>, goal: i32) -> bool {
    items.contains(&goal)
}",1
123,"// Iterating over a Vec to find an element
fn find_element_vec(items: &Vec<i32>, goal: i32) -> bool {
    for &element in items {
        if element == goal {
            return true;
        }
    }
    false
}","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(num: u32) -> u32 {
    (num * (num + 1)) / 2
}",0
124,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}
// Random augmentation applied","// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut accum = 0;
    for counter in 1..=num {
        accum += counter;
    }
    accum
}",0
125,"// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], goal: i32) -> bool {
    slice.iter().any(|&x| x == goal)
}","// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
return  true;
        }
    }
   false
}",1
126,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}
// Variant of function","// Modified code
// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}",0
127,"// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Random augmentation applied","// Using a loop
fn sum_of_numbers_loop(n:  u32) -> u32 {
    let mut sum = 0;
for i    in 1..=n {
 sum += i;
    }
    sum
  }",1
128,"// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}
// Random augmentation applied","// Random augmentation applied
// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}",1
129,"// Random augmentation applied
// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}","// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}
// Random augmentation applied",1
130,"// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], goal: i32) -> bool {
    slice.iter().any(|&x| x == goal)
}","// Using a HashSet to check for element existence
fn find_element_hashset(collection: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    collection.contains(&search_value)
}",1
131,"// Modified code
// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}","// Modified code
// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}",1
132,"// Modified code
// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(num: u32) -> u32 {
    (num * (num + 1)) / 2
}",0
133,"// Variant of function
// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}","// Using the reduce method for accumulation
fn compute_sum_fold(num: u32) -> u32 {
    (1..=num).reduce(0, |acc, x| acc + x)
}",0
134,"// Using a HashSet to check for element existence
fn find_element_hashset(items: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    items.contains(&search_value)
}","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(num: u32) -> u32 {
    (num * (num + 1)) / 2
}",0
135,"// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
 (1..=n).fold(0, |acc, x| acc + x)
   }","// Iterating over a Vec to find an element
fn find_element_vec(items: &Vec<i32>, search_value: i32) -> bool {
    for &element in items {
        if element == search_value {
            return true;
        }
    }
    false
}",0
136,"// Augmented version
// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}","// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}
// Random augmentation applied",0
